,standardised_smiles,DILI_LABEL
305,CC(N)(Cc1ccc(O)cc1)C(=O)O,0
306,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0
307,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0
308,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,0
309,OCCN1CC(O)C(O)C(O)C1CO,0
310,CCCCN1CC(O)C(O)C(O)C1CO,0
311,N=c1nc(N2CCCCC2)cc(N)n1O,0
312,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0
313,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0
314,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,0
315,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,0
316,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0
317,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0
318,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0
319,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0
320,NCC(O)c1ccc(O)c(O)c1,0
321,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
322,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,0
323,CC(C)NCC(O)c1cc(O)cc(O)c1,0
324,Cc1ccccc1C(OCCN(C)C)c1ccccc1,0
325,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0
326,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,0
327,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0
328,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0
329,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,0
330,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,0
331,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0
332,COc1ccc(N(C)C)cc1CNC1CCCNC1c1ccccc1,0
333,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,0
334,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,0
335,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0
336,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0
337,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
338,FC(F)(F)C(F)(F)C(F)(F)F,0
339,CC1C(c2ccccc2)OCCN1C,0
340,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0
341,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0
342,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0
343,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,0
344,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
345,CC(C)NCC(O)COc1cccc2[nH]ccc12,0
346,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,0
347,COc1cc(NC(C)CCCN)c2ncccc2c1,0
348,CCC1(c2ccccc2)C(=O)NCNC1=O,0
349,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0
350,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0
351,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,0
352,CNCCCC1c2ccccc2C=Cc2ccccc21,0
353,CNC(C)C(O)c1ccccc1,0
354,CN1CCCN=C1C=Cc1cccs1,0
355,CN(C)C(=O)Oc1ccc[n+](C)c1,0
356,Cc1ncc(CO)c(CO)c1O,0
357,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0
358,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0
359,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,0
360,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,0
361,CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,0
362,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0
363,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,0
364,CC(N)C12CC3CC(CC(C3)C1)C2,0
365,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0
366,C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,0
367,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,0
368,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
369,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,0
370,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0
371,C#CCN(C)C(C)Cc1ccccc1,0
372,CC(O)C(=O)[O-],0
373,C=Cc1ccccc1S(=O)(=O)O,0
374,OCC(O)C(O)C(O)C(O)CO,0
375,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0
376,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0
377,O=S(=O)(O)OCC1OC(OC2(COS(=O)(=O)O)OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,0
378,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0
379,CCC(c1cccc(O)c1)C(C)CN(C)C,0
380,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,0
381,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,0
382,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0
383,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0
384,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,0
385,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0
386,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,0
387,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0
388,NCC1CCC(C(=O)O)CC1,0
389,NCCNCCNCCN,0
390,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0
391,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,0
392,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0
393,NCCc1ccc(O)cc1,0
394,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,0
395,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1,0
396,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,0
397,O=C1OC(C(O)CO)C(=O)C1O,0
398,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0
399,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0
400,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0
