id,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id,n
CPC004_PC3_6H:BRD-A55913614-316-06-2:10,CPC004_PC3_6H:BRD-A55913614-316-06-2:10,BRD-A55913614,primaquine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:P17|CPC004_PC3_6H_X2_B3_DUO52HI53LO:P17|CPC004_PC3_6H_X3_B3_DUO52HI53LO:P17|CPC004_PC3_6H_X4_B4_DUO52HI53LO:P17|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:P17,233
CPC004_PC3_6H:BRD-K32247306-001-17-9:10,CPC004_PC3_6H:BRD-K32247306-001-17-9:10,BRD-K32247306,primidone,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:P19|CPC004_PC3_6H_X2_B3_DUO52HI53LO:P19|CPC004_PC3_6H_X3_B3_DUO52HI53LO:P19|CPC004_PC3_6H_X4_B4_DUO52HI53LO:P19|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:P19,233
CPC003_PC3_6H:BRD-K95237249-001-15-8:10,CPC003_PC3_6H:BRD-K95237249-001-15-8:10,BRD-K95237249,probenecid,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:C20|CPC003_PC3_6H_X3_B3_DUO52HI53LO:C20|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:C20|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:C20,233
CPC003_PC3_6H:BRD-K75089421-003-15-3:10,CPC003_PC3_6H:BRD-K75089421-003-15-3:10,BRD-K75089421,procainamide,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:C22|CPC003_PC3_6H_X3_B3_DUO52HI53LO:C22|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:C22|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:C22,233
CPC004_PC3_6H:BRD-K19352500-070-05-8:10,CPC004_PC3_6H:BRD-K19352500-070-05-8:10,BRD-K19352500,prochlorperazine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:P21|CPC004_PC3_6H_X2_B3_DUO52HI53LO:P21|CPC004_PC3_6H_X3_B3_DUO52HI53LO:P21|CPC004_PC3_6H_X4_B4_DUO52HI53LO:P21|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:P21,233
CPC003_PC3_6H:BRD-A26334849-003-16-7:10,CPC003_PC3_6H:BRD-A26334849-003-16-7:10,BRD-A26334849,propafenone,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:G15|CPC003_PC3_6H_X3_B3_DUO52HI53LO:G15|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:G15|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:G15,233
CPC003_PC3_6H:BRD-K82255054-001-08-4:10,CPC003_PC3_6H:BRD-K82255054-001-08-4:10,BRD-K82255054,propofol,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:I13|CPC003_PC3_6H_X3_B3_DUO52HI53LO:I13|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:I13|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:I13,233
CPC004_PC3_6H:BRD-K42098891-003-13-0:10,CPC004_PC3_6H:BRD-K42098891-003-13-0:10,BRD-K42098891,protriptyline,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:J02|CPC004_PC3_6H_X2_B3_DUO52HI53LO:J02|CPC004_PC3_6H_X3_B3_DUO52HI53LO:J02|CPC004_PC3_6H_X4_B4_DUO52HI53LO:J02|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:J02,233
CPC003_PC3_6H:BRD-K88429204-001-18-7:10,CPC003_PC3_6H:BRD-K88429204-001-18-7:10,BRD-K88429204,pyrimethamine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E04|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E04|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E04|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E04,233
CPC002_PC3_6H:BRD-K01292756-001-10-2:10,CPC002_PC3_6H:BRD-K01292756-001-10-2:10,BRD-K01292756,pimozide,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC002_PC3_6H_X1_B3_DUO52HI53LO:L05|CPC002_PC3_6H_X2_B3_DUO52HI53LO:L05|CPC002_PC3_6H_X3_B3_DUO52HI53LO:L05|CPC002_PC3_6H_X4_B4_DUO52HI53LO:L05|CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:L05,233
CPC002_PC3_6H:BRD-K60511616-236-01-4:10,CPC002_PC3_6H:BRD-K60511616-236-01-4:10,BRD-K60511616,pravastatin,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC002_PC3_6H_X1_B3_DUO52HI53LO:F23|CPC002_PC3_6H_X2_B3_DUO52HI53LO:F23|CPC002_PC3_6H_X3_B3_DUO52HI53LO:F23|CPC002_PC3_6H_X4_B4_DUO52HI53LO:F23|CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:F23,233
CPC003_PC3_6H:BRD-K13032584-003-03-7:10,CPC003_PC3_6H:BRD-K13032584-003-03-7:10,BRD-K13032584,procarbazine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E17|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E17|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E17|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E17,233
CPC004_PC3_6H:BRD-K68867920-001-05-2:10,CPC004_PC3_6H:BRD-K68867920-001-05-2:10,BRD-K68867920,quetiapine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:N02|CPC004_PC3_6H_X2_B3_DUO52HI53LO:N02|CPC004_PC3_6H_X3_B3_DUO52HI53LO:N02|CPC004_PC3_6H_X4_B4_DUO52HI53LO:N02|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:N02,233
CPC003_PC3_6H:BRD-K59632282-052-02-3:10,CPC003_PC3_6H:BRD-K59632282-052-02-3:10,BRD-K59632282,quinidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E08|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E08|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E08|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E08,233
CPC003_PC3_6H:BRD-K70799801-311-02-7:10,CPC003_PC3_6H:BRD-K70799801-311-02-7:10,BRD-K70799801,quinidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:N21|CPC003_PC3_6H_X3_B3_DUO52HI53LO:N21|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:N21|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:N21,233
CPC004_PC3_6H:BRD-K63828191-003-11-5:10,CPC004_PC3_6H:BRD-K63828191-003-11-5:10,BRD-K63828191,raloxifene,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:L07|CPC004_PC3_6H_X2_B3_DUO52HI53LO:L07|CPC004_PC3_6H_X3_B3_DUO52HI53LO:L07|CPC004_PC3_6H_X4_B4_DUO52HI53LO:L07|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:L07,233
CPC003_PC3_6H:BRD-K70505054-001-02-9:10,CPC003_PC3_6H:BRD-K70505054-001-02-9:10,BRD-K70505054,ranitidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:A14|CPC003_PC3_6H_X3_B3_DUO52HI53LO:A14|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:A14|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:A14,233
CPC003_PC3_6H:BRD-A97674275-001-04-3:10,CPC003_PC3_6H:BRD-A97674275-001-04-3:10,BRD-A97674275,ranolazine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:K03|CPC003_PC3_6H_X3_B3_DUO52HI53LO:K03|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:K03|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:K03,233
CPC003_PC3_6H:BRD-K95921201-001-07-0:10,CPC003_PC3_6H:BRD-K95921201-001-07-0:10,BRD-K95921201,reserpine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E10|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E10|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E10|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E10,233
CPC004_PC3_6H:BRD-K75699339-057-03-2:10,CPC004_PC3_6H:BRD-K75699339-057-03-2:10,BRD-K75699339,rizatriptan,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:N04|CPC004_PC3_6H_X2_B3_DUO52HI53LO:N04|CPC004_PC3_6H_X3_B3_DUO52HI53LO:N04|CPC004_PC3_6H_X4_B4_DUO52HI53LO:N04|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:N04,233
CPC004_PC3_6H:BRD-K15933101-001-01-6:10,CPC004_PC3_6H:BRD-K15933101-001-01-6:10,BRD-K15933101,ropinirole,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:L24|CPC004_PC3_6H_X2_B3_DUO52HI53LO:L24|CPC004_PC3_6H_X3_B3_DUO52HI53LO:L24|CPC004_PC3_6H_X4_B4_DUO52HI53LO:L24|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:L24,233
CPC002_PC3_6H:BRD-A97437073-001-04-9:10,CPC002_PC3_6H:BRD-A97437073-001-04-9:10,BRD-A97437073,rosiglitazone,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC002_PC3_6H_X1_B3_DUO52HI53LO:K15|CPC002_PC3_6H_X2_B3_DUO52HI53LO:K15|CPC002_PC3_6H_X3_B3_DUO52HI53LO:K15|CPC002_PC3_6H_X4_B4_DUO52HI53LO:K15|CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:K15,233
CPC004_PC3_6H:BRD-K82941592-238-02-9:10,CPC004_PC3_6H:BRD-K82941592-238-02-9:10,BRD-K82941592,rosuvastatin,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:H05|CPC004_PC3_6H_X2_B3_DUO52HI53LO:H05|CPC004_PC3_6H_X3_B3_DUO52HI53LO:H05|CPC004_PC3_6H_X4_B4_DUO52HI53LO:H05|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:H05,233
CPC003_PC3_6H:BRD-K14204120-003-02-4:10,CPC003_PC3_6H:BRD-K14204120-003-02-4:10,BRD-K14204120,ranitidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E15|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E15|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E15|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E15,233
CPC004_PC3_6H:BRD-K30816563-003-01-1:10,CPC004_PC3_6H:BRD-K30816563-003-01-1:10,BRD-K30816563,ranitidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:M03|CPC004_PC3_6H_X2_B3_DUO52HI53LO:M03|CPC004_PC3_6H_X3_B3_DUO52HI53LO:M03|CPC004_PC3_6H_X4_B4_DUO52HI53LO:M03|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:M03,233
CPC002_PC3_6H:BRD-K06926592-001-01-7:10,CPC002_PC3_6H:BRD-K06926592-001-01-7:10,BRD-K06926592,tretinoin,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC002_PC3_6H_X1_B3_DUO52HI53LO:B12|CPC002_PC3_6H_X2_B3_DUO52HI53LO:B12|CPC002_PC3_6H_X3_B3_DUO52HI53LO:B12|CPC002_PC3_6H_X4_B4_DUO52HI53LO:B12|CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:B12,233
CPC001_PC3_6H:BRD-K53857191-001-05-2:10,CPC001_PC3_6H:BRD-K53857191-001-05-2:10,BRD-K53857191,risperidone,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC001_PC3_6H_X1_B3_DUO52HI53LO:D13|CPC001_PC3_6H_X2_B3_DUO52HI53LO:D13|CPC001_PC3_6H_X3_B3_DUO52HI53LO:D13|CPC001_PC3_6H_X5.L2_F2B5_DUO52HI53LO:D13,233
CPC003_PC3_6H:BRD-A62035778-004-02-8:10,CPC003_PC3_6H:BRD-A62035778-004-02-8:10,BRD-A62035778,scopolamine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:G09|CPC003_PC3_6H_X3_B3_DUO52HI53LO:G09|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:G09|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:G09,233
CPC004_PC3_6H:BRD-K82036761-003-07-0:10,CPC004_PC3_6H:BRD-K82036761-003-07-0:10,BRD-K82036761,sertraline,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:H13|CPC004_PC3_6H_X2_B3_DUO52HI53LO:H13|CPC004_PC3_6H_X3_B3_DUO52HI53LO:H13|CPC004_PC3_6H_X4_B4_DUO52HI53LO:H13|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:H13,233
CPC004_PC3_6H:BRD-K79759585-048-01-4:10,CPC004_PC3_6H:BRD-K79759585-048-01-4:10,BRD-K79759585,sildenafil,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:B16|CPC004_PC3_6H_X2_B3_DUO52HI53LO:B16|CPC004_PC3_6H_X3_B3_DUO52HI53LO:B16|CPC004_PC3_6H_X4_B4_DUO52HI53LO:B16|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:B16,233
CPC004_PC3_6H:BRD-K22134346-001-11-6:10,CPC004_PC3_6H:BRD-K22134346-001-11-6:10,BRD-K22134346,simvastatin,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:J24|CPC004_PC3_6H_X2_B3_DUO52HI53LO:J24|CPC004_PC3_6H_X3_B3_DUO52HI53LO:J24|CPC004_PC3_6H_X4_B4_DUO52HI53LO:J24|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:J24,233
CPC001_PC3_6H:BRD-K09963420-066-03-4:10,CPC001_PC3_6H:BRD-K09963420-066-03-4:10,BRD-K09963420,saquinavir,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC001_PC3_6H_X1_B3_DUO52HI53LO:L22|CPC001_PC3_6H_X2_B3_DUO52HI53LO:L22|CPC001_PC3_6H_X3_B3_DUO52HI53LO:L22|CPC001_PC3_6H_X5.L2_F2B5_DUO52HI53LO:L22,233
CPC001_PC3_6H:BRD-A14566392-004-03-5:10,CPC001_PC3_6H:BRD-A14566392-004-03-5:10,BRD-A14566392,scopolamine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC001_PC3_6H_X1_B3_DUO52HI53LO:N17|CPC001_PC3_6H_X2_B3_DUO52HI53LO:N17|CPC001_PC3_6H_X3_B3_DUO52HI53LO:N17|CPC001_PC3_6H_X5.L2_F2B5_DUO52HI53LO:N17,233
CPC001_PC3_6H:BRD-K89923877-003-02-4:10,CPC001_PC3_6H:BRD-K89923877-003-02-4:10,BRD-K89923877,scopolamine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC001_PC3_6H_X1_B3_DUO52HI53LO:C05|CPC001_PC3_6H_X2_B3_DUO52HI53LO:C05|CPC001_PC3_6H_X3_B3_DUO52HI53LO:C05|CPC001_PC3_6H_X5.L2_F2B5_DUO52HI53LO:C05,233
CPC004_PC3_6H:BRD-K69608737-001-03-7:10,CPC004_PC3_6H:BRD-K69608737-001-03-7:10,BRD-K69608737,tacrolimus,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:H18|CPC004_PC3_6H_X3_B3_DUO52HI53LO:H18|CPC004_PC3_6H_X4_B4_DUO52HI53LO:H18|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:H18,233
CPC004_PC3_6H:BRD-K93645900-001-04-8:10,CPC004_PC3_6H:BRD-K93645900-001-04-8:10,BRD-K93645900,tadalafil,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:L09|CPC004_PC3_6H_X2_B3_DUO52HI53LO:L09|CPC004_PC3_6H_X3_B3_DUO52HI53LO:L09|CPC004_PC3_6H_X4_B4_DUO52HI53LO:L09|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:L09,233
CPC003_PC3_6H:BRD-K93754473-048-10-3:10,CPC003_PC3_6H:BRD-K93754473-048-10-3:10,BRD-K93754473,tamoxifen,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E12|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E12|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E12|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E12,233
CPC004_PC3_6H:BRD-A55393291-001-05-7:10,CPC004_PC3_6H:BRD-A55393291-001-05-7:10,BRD-A55393291,testosterone,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:D03|CPC004_PC3_6H_X2_B3_DUO52HI53LO:D03|CPC004_PC3_6H_X3_B3_DUO52HI53LO:D03|CPC004_PC3_6H_X4_B4_DUO52HI53LO:D03|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:D03,233
CPC004_PC3_6H:BRD-A93255169-001-13-5:10,CPC004_PC3_6H:BRD-A93255169-001-13-5:10,BRD-A93255169,thalidomide,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:F12|CPC004_PC3_6H_X2_B3_DUO52HI53LO:F12|CPC004_PC3_6H_X3_B3_DUO52HI53LO:F12|CPC004_PC3_6H_X4_B4_DUO52HI53LO:F12|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:F12,233
CPC004_PC3_6H:BRD-K09631521-001-05-7:10,CPC004_PC3_6H:BRD-K09631521-001-05-7:10,BRD-K09631521,thiotepa,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:D16|CPC004_PC3_6H_X2_B3_DUO52HI53LO:D16|CPC004_PC3_6H_X3_B3_DUO52HI53LO:D16|CPC004_PC3_6H_X4_B4_DUO52HI53LO:D16|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:D16,233
CPC003_PC3_6H:BRD-K97309399-001-05-2:10,CPC003_PC3_6H:BRD-K97309399-001-05-2:10,BRD-K97309399,thiothixene,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E16|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E16|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E16|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E16,233
CPC004_PC3_6H:BRD-K00603606-003-13-3:10,CPC004_PC3_6H:BRD-K00603606-003-13-3:10,BRD-K00603606,ticlopidine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X2_B3_DUO52HI53LO:L15|CPC004_PC3_6H_X3_B3_DUO52HI53LO:L15|CPC004_PC3_6H_X4_B4_DUO52HI53LO:L15|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:L15,233
CPC003_PC3_6H:BRD-K32164935-001-17-5:10,CPC003_PC3_6H:BRD-K32164935-001-17-5:10,BRD-K32164935,tolazamide,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:A21|CPC003_PC3_6H_X3_B3_DUO52HI53LO:A21|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:A21|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:A21,233
CPC003_PC3_6H:BRD-K85119730-001-17-2:10,CPC003_PC3_6H:BRD-K85119730-001-17-2:10,BRD-K85119730,tolbutamide,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E18|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E18|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E18|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E18,233
CPC004_PC3_6H:BRD-K82562631-236-03-8:10,CPC004_PC3_6H:BRD-K82562631-236-03-8:10,BRD-K82562631,tolmetin,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:N15|CPC004_PC3_6H_X2_B3_DUO52HI53LO:N15|CPC004_PC3_6H_X3_B3_DUO52HI53LO:N15|CPC004_PC3_6H_X4_B4_DUO52HI53LO:N15,233
CPC004_PC3_6H:BRD-K51350053-048-06-6:10,CPC004_PC3_6H:BRD-K51350053-048-06-6:10,BRD-K51350053,toremifene,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:L21|CPC004_PC3_6H_X2_B3_DUO52HI53LO:L21|CPC004_PC3_6H_X3_B3_DUO52HI53LO:L21|CPC004_PC3_6H_X4_B4_DUO52HI53LO:L21|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:L21,233
CPC003_PC3_6H:BRD-K51033547-003-01-8:10,CPC003_PC3_6H:BRD-K51033547-003-01-8:10,BRD-K51033547,tramadol,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:K09|CPC003_PC3_6H_X3_B3_DUO52HI53LO:K09|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:K09|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:K09,233
CPC003_PC3_6H:BRD-K92049597-001-10-9:10,CPC003_PC3_6H:BRD-K92049597-001-10-9:10,BRD-K92049597,triamterene,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:E20|CPC003_PC3_6H_X3_B3_DUO52HI53LO:E20|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:E20|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:E20,233
CPC003_PC3_6H:BRD-K34415467-003-08-0:10,CPC003_PC3_6H:BRD-K34415467-003-08-0:10,BRD-K34415467,trimethobenzamide,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:G11|CPC003_PC3_6H_X3_B3_DUO52HI53LO:G11|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:G11|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:G11,233
CPC003_PC3_6H:BRD-K43744935-048-01-6:10,CPC003_PC3_6H:BRD-K43744935-048-01-6:10,BRD-K43744935,tamoxifen,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:M17|CPC003_PC3_6H_X3_B3_DUO52HI53LO:M17|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:M17|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:M17,233
CPC001_PC3_6H:BRD-A23723433-001-01-2:10,CPC001_PC3_6H:BRD-A23723433-001-01-2:10,BRD-A23723433,paclitaxel,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC001_PC3_6H_X1_B3_DUO52HI53LO:N19|CPC001_PC3_6H_X2_B3_DUO52HI53LO:N19|CPC001_PC3_6H_X3_B3_DUO52HI53LO:N19|CPC001_PC3_6H_X5.L2_F2B5_DUO52HI53LO:N19,233
CPC002_PC3_6H:BRD-K90553655-001-03-6:10,CPC002_PC3_6H:BRD-K90553655-001-03-6:10,BRD-K90553655,testosterone,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC002_PC3_6H_X1_B3_DUO52HI53LO:F24|CPC002_PC3_6H_X2_B3_DUO52HI53LO:F24|CPC002_PC3_6H_X3_B3_DUO52HI53LO:F24|CPC002_PC3_6H_X4_B4_DUO52HI53LO:F24|CPC002_PC3_6H_X5_F1B5_DUO52HI53LO:F24,233
CPC003_PC3_6H:BRD-K08806317-050-03-6:10,CPC003_PC3_6H:BRD-K08806317-050-03-6:10,BRD-K08806317,timolol,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:L10|CPC003_PC3_6H_X3_B3_DUO52HI53LO:L10|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:L10|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:L10,233
CPC003_PC3_6H:BRD-K45158365-001-05-6:10,CPC003_PC3_6H:BRD-K45158365-001-05-6:10,BRD-K45158365,valsartan,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:I17|CPC003_PC3_6H_X3_B3_DUO52HI53LO:I17|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:I17|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:I17,233
CPC003_PC3_6H:BRD-K13926615-003-02-5:10,CPC003_PC3_6H:BRD-K13926615-003-02-5:10,BRD-K13926615,vardenafil,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:C11|CPC003_PC3_6H_X3_B3_DUO52HI53LO:C11|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:C11|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:C11,233
CPC004_PC3_6H:BRD-A51714012-001-03-1:10,CPC004_PC3_6H:BRD-A51714012-001-03-1:10,BRD-A51714012,venlafaxine,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC004_PC3_6H_X1_B3_DUO52HI53LO:J06|CPC004_PC3_6H_X2_B3_DUO52HI53LO:J06|CPC004_PC3_6H_X3_B3_DUO52HI53LO:J06|CPC004_PC3_6H_X4_B4_DUO52HI53LO:J06|CPC004_PC3_6H_X5_F1B5_DUO52HI53LO:J06,233
CPC003_PC3_6H:BRD-A09533288-003-20-5:10,CPC003_PC3_6H:BRD-A09533288-003-20-5:10,BRD-A09533288,verapamil,trt_cp,PC3,10,µM,10 µM,6,h,6 h,CPC003_PC3_6H_X1_B3_DUO52HI53LO:K19|CPC003_PC3_6H_X3_B3_DUO52HI53LO:K19|CPC003_PC3_6H_X4_F2B4_DUO52HI53LO:K19|CPC003_PC3_6H_X5_F1B5_DUO52HI53LO:K19,233
