,PubChem_CID,Compound Name,standardized_smiles,MW,vDILIConcern
177,148192,atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.3897480040001,vLess-DILI-Concern
178,31101,bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,653.2212814800001,vLess-DILI-Concern
179,20824,carbenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,378.0885572959999,vLess-DILI-Concern
180,498142,carboplatin,O=C(O)C1(C(=O)O)CCC1,144.042258736,vLess-DILI-Concern
181,2662,celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.07588234799994,vLess-DILI-Concern
182,2708,chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,303.07928420800005,vLess-DILI-Concern
183,29029,clindamycin,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,424.17987083599996,vLess-DILI-Concern
184,2796,clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.07097202,vLess-DILI-Concern
185,1548955,clomiphene,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,405.185942196,vLess-DILI-Concern
186,2812,clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.10802622400007,vLess-DILI-Concern
187,6098,cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,435.0655693559999,vLess-DILI-Concern
188,2955,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.061948624,vLess-DILI-Concern
189,18381,dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,469.026597004,vLess-DILI-Concern
190,148124,docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,807.3466053760001,vLess-DILI-Concern
191,2761171,ethionamide,CCc1cc(C(N)=S)ccn1,166.05646932,vLess-DILI-Concern
192,150311,ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,409.148949972,vLess-DILI-Concern
193,3339,fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.112836832,vLess-DILI-Concern
194,1548972,fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.18458653199997,vLess-DILI-Concern
195,3446,gabapentin,NCC1(CC(=O)O)CCCCC1,171.125928784,vLess-DILI-Concern
196,5464436,gemifloxacin,CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,389.14993234,vLess-DILI-Concern
197,3672,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.130679816,vLess-DILI-Concern
198,3825,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.094294308,vLess-DILI-Concern
199,3826,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.089543276,vLess-DILI-Concern
200,60825,lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.052112212,vLess-DILI-Concern
201,216326,lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,259.095691276,vLess-DILI-Concern
202,3902,letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.101445352,vLess-DILI-Concern
203,3950,lomustine,O=NN(CCCl)C(=O)NC1CCCCC1,233.093104432,vLess-DILI-Concern
204,53232,lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.2562742519999,vLess-DILI-Concern
205,4030,mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,295.0956912760001,vLess-DILI-Concern
206,54677470,meloxicam,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,351.034747896,vLess-DILI-Concern
207,64778,meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[C@@H](C(=O)N(C)C)N3)[C@H](C)[C@H]12,383.15149190000005,vLess-DILI-Concern
208,4114,methoxsalen,COc1c2occc2cc2ccc(=O)oc12,216.042258736,vLess-DILI-Concern
209,6010,methyltestosterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,302.2245802,vLess-DILI-Concern
210,4205,mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.157897608,vLess-DILI-Concern
211,4212,mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.200884616,vLess-DILI-Concern
212,4236,modafinil,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,273.08234972,vLess-DILI-Concern
213,8982,nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,414.124942804,vLess-DILI-Concern
214,1302,naproxen,COc1ccc2cc(C(C)C(=O)O)ccc2c1,230.094294308,vLess-DILI-Concern
215,4485,nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],346.11648629599995,vLess-DILI-Concern
216,4539,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.133219656,vLess-DILI-Concern
217,4583,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.14378433999997,vLess-DILI-Concern
218,6196,oxacillin,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,401.104541708,vLess-DILI-Concern
219,4614,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.10519334,vLess-DILI-Concern
220,34312,oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,252.089877624,vLess-DILI-Concern
221,5852,penicillamine,CC(C)(S)[C@@H](N)C(=O)O,149.051049592,vLess-DILI-Concern
222,4735,pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.189926008,vLess-DILI-Concern
223,4748,perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,403.14851113199995,vLess-DILI-Concern
224,4763,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.084792244,vLess-DILI-Concern
225,4829,pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.1194635,vLess-DILI-Concern
226,5280452,piroxicam,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,331.06267689599997,vLess-DILI-Concern
227,54687,pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.24610349199986,vLess-DILI-Concern
228,4915,procarbazine,CNNCc1ccc(C(=O)NC(C)C)cc1,221.152812228,vLess-DILI-Concern
229,1046,pyrazinamide,NC(=O)c1cnccn1,123.04326178,vLess-DILI-Concern
230,4993,pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.08287409599998,vLess-DILI-Concern
231,5002,quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,383.16674804,vLess-DILI-Concern
232,8549,quinine,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,324.183778008,vLess-DILI-Concern
233,77999,rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,357.11471246800005,vLess-DILI-Concern
234,6439133,rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,481.1682848359999,vLess-DILI-Concern
235,5161,salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,258.05282342000004,vLess-DILI-Concern
236,60787,saquinavir,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.3842687,vLess-DILI-Concern
237,54454,simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.2719243159999,vLess-DILI-Concern
238,9354,succimer,O=C(O)C(S)C(S)C(=O)O,181.970750672,vLess-DILI-Concern
239,34698,teniposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.156362084,vLess-DILI-Concern
240,464205,tenofovir,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,287.078340558,vLess-DILI-Concern
241,5353990,tetracycline,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,444.15326572799995,vLess-DILI-Concern
242,2723601,thioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1,167.02656616,vLess-DILI-Concern
243,5453,thiotepa,S=P(N1CC1)(N1CC1)N1CC1,189.04895501399997,vLess-DILI-Concern
244,119607,valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,314.07251330799994,vLess-DILI-Concern
245,2520,verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.28315769599993,vLess-DILI-Concern
246,445354,vitamin a,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,286.22966558,vLess-DILI-Concern
247,71158,acamprosate,CC(=O)NCCCS(=O)(=O)O,181.040878832,vLess-DILI-Concern
248,1978,acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.204907376,vLess-DILI-Concern
249,2022,aciclovir,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,225.086189212,vLess-DILI-Concern
250,2092,alfuzosin,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,389.20630434400005,vLess-DILI-Concern
251,2099,alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.14806119599996,vLess-DILI-Concern
252,2118,alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.082874096,vLess-DILI-Concern
253,16231,amiloride,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,229.04788555599998,vLess-DILI-Concern
254,2160,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.183049736,vLess-DILI-Concern
255,2162,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.14519958,vLess-DILI-Concern
256,33613,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,365.104541708,vLess-DILI-Concern
257,2187,anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,293.16404560800004,vLess-DILI-Concern
258,2249,atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.163042564,vLess-DILI-Concern
259,55185,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,748.5085257439999,vLess-DILI-Concern
260,2284,baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,213.055656304,vLess-DILI-Concern
261,5362124,benazepril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.19982199599997,vLess-DILI-Concern
262,2315,bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,421.03778258799997,vLess-DILI-Concern
263,444,bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,239.107691876,vLess-DILI-Concern
264,2541,candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,440.15968850000013,vLess-DILI-Concern
265,44093,captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,217.07726434,vLess-DILI-Concern
266,2585,carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,406.189257312,vLess-DILI-Concern
267,40958,cefaclor,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,367.039354608,vLess-DILI-Concern
268,2610,cefadroxil,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,363.088891644,vLess-DILI-Concern
269,656510,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)C3SC2)s1,454.0300139280001,vLess-DILI-Concern
270,6915944,cefdinir,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,395.0358105160001,vLess-DILI-Concern
271,5479537,cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,480.12495986800013,vLess-DILI-Concern
272,44185,cefoperazone,CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,645.1424008240001,vLess-DILI-Concern
273,456256,cefotaxime,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,455.05693988400003,vLess-DILI-Concern
274,5281006,cefprozil,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,389.104541708,vLess-DILI-Concern
275,5481173,ceftazidime,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.0991390440001,vLess-DILI-Concern
276,5361919,ceftriaxone,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,554.046057916,vLess-DILI-Concern
277,5361202,cefuroxime,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,424.068884472,vLess-DILI-Concern
278,27447,cephalexin,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,347.0939770240001,vLess-DILI-Concern
279,2678,cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,388.15537034000005,vLess-DILI-Concern
280,2712,chlordiazepoxide,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,299.08253974800004,vLess-DILI-Concern
281,2719,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.18152551199995,vLess-DILI-Concern
282,2720,chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,294.9488253519999,vLess-DILI-Concern
283,2726,chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.09574728800004,vLess-DILI-Concern
284,2727,chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.033540956,vLess-DILI-Concern
285,2756,cimetidine,CN=C(NC#N)NCCSCc1nc[nH]c1C,252.11571551199998,vLess-DILI-Concern
286,2771,citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.16379151200005,vLess-DILI-Concern
287,2802,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.04106886,vLess-DILI-Concern
288,60606,clopidogrel,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,321.059027432,vLess-DILI-Concern
289,27686,cromoglicate,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,468.0692613319999,vLess-DILI-Concern
290,2895,cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,275.167399672,vLess-DILI-Concern
291,2907,cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,260.02481971000003,vLess-DILI-Concern
292,2913,cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.167399672,vLess-DILI-Concern
293,347910371,dalteparin sodium,O=C(O)C1OC(OC2C(COS(=O)(=O)O)OC(O)C(NS(=O)(=O)O)C2O)C(OS(=O)(=O)O)C(O)C1O,594.9819050719999,vLess-DILI-Concern
294,3062316,dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,487.15572175200003,vLess-DILI-Concern
295,124087,desloratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,310.123676288,vLess-DILI-Concern
296,125017,desvenlafaxine,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,263.18852904,vLess-DILI-Concern
297,154101,dexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.141578848,vLess-DILI-Concern
298,3114,disopyramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.231062548,vLess-DILI-Concern
299,3152,donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,379.214743788,vLess-DILI-Concern
300,667477,doxepin,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,279.162314292,vLess-DILI-Concern
301,31703,doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,543.1740607479999,vLess-DILI-Concern
302,5281011,doxycycline,C[C@H]1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.153265728,vLess-DILI-Concern
303,5362032,enalapril,CCOC(=O)[C@@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.19982199599997,vLess-DILI-Concern
304,25244225,enoxaparin,O=C(O)C1O[C@@H](OC2[C@@H](COS(=O)(=O)O)OC(O)C(NS(=O)(=O)O)[C@H]2O)C(OS(=O)(=O)O)[C@@H](O)C1O,594.9819050719999,vLess-DILI-Concern
305,146570,escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.16379151200005,vLess-DILI-Concern
306,9579578,esomeprazole Sodium,COc1ccc2nc([S@+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.11471246800005,vLess-DILI-Concern
307,5757,estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,272.177630008,vLess-DILI-Concern
308,36462,etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,588.1842910839998,vLess-DILI-Concern
309,3325,famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,337.04493571999996,vLess-DILI-Concern
310,3333,felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,383.069113448,vLess-DILI-Concern
311,3356,flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.13781181999997,vLess-DILI-Concern
312,3386,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.134048856,vLess-DILI-Concern
313,3393,flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.151368256,vLess-DILI-Concern
314,446987,fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,138.008195334,vLess-DILI-Concern
315,55891,fosinopril,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,563.301189442,vLess-DILI-Concern
316,3488,glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,493.14381967599996,vLess-DILI-Concern
317,3476,glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,490.224991188,vLess-DILI-Concern
318,3478,glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.1783753440001,vLess-DILI-Concern
319,3559,haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.140134876,vLess-DILI-Concern
320,3637,hydralazine,NNc1nncc2ccccc12,160.074896256,vLess-DILI-Concern
321,3639,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,296.9644754159999,vLess-DILI-Concern
322,3652,hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,335.176440132,vLess-DILI-Concern
323,3690,ifosfamide,O=P1(NCCCl)OCCCN1CCCl,260.02481971,vLess-DILI-Concern
324,3696,imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.193948768,vLess-DILI-Concern
325,3749,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,428.23245951600006,vLess-DILI-Concern
326,60838,irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.279134936,vLess-DILI-Concern
327,3784,isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,371.148120772,vLess-DILI-Concern
328,3883,lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,369.07588234800005,vLess-DILI-Concern
329,441341,levetiracetam,CC[C@H](C(N)=O)N1CCCC1=O,170.105527688,vLess-DILI-Concern
330,1549000,levocetirizine dihydrochloride,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,388.15537034000005,vLess-DILI-Concern
331,5819,levothyroxine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.686699832,vLess-DILI-Concern
332,441401,linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.1437843399999,vLess-DILI-Concern
333,5362119,lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,405.22637109199997,vLess-DILI-Concern
334,3956,loracarbef,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,349.08293367199997,vLess-DILI-Concern
335,3961,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,422.16218703600015,vLess-DILI-Concern
336,4046,mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.116682452,vLess-DILI-Concern
337,4053,melphalan,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,304.07453317599993,vLess-DILI-Concern
338,4054,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.167399672,vLess-DILI-Concern
339,4075,mesalazine,Nc1ccc(O)c(C(=O)O)c1,153.042593084,vLess-DILI-Concern
340,15459,metaxalone,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,221.10519334,vLess-DILI-Concern
341,4100,methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,236.003782116,vLess-DILI-Concern
342,4158,methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1,233.141578848,vLess-DILI-Concern
343,6741,methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,374.20932406,vLess-DILI-Concern
344,4168,metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.14005462399996,vLess-DILI-Concern
345,4171,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.18344366,vLess-DILI-Concern
346,5281040,montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,585.2104426919999,vLess-DILI-Concern
347,152946,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.17508446799997,vLess-DILI-Concern
348,5281078,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,433.210052332,vLess-DILI-Concern
349,3011155,nelarabine,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,297.10731857999997,vLess-DILI-Concern
350,64143,nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.31307792,vLess-DILI-Concern
351,3033637,nizatidine,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,331.1136669120001,vLess-DILI-Concern
352,4585,olanzapine,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,312.14086764,vLess-DILI-Concern
353,6003770,olsalazine,O=C(O)C1=C/C(=N\Nc2ccc(O)c(C(=O)O)c2)C=CC1=O,302.05388603999995,vLess-DILI-Concern
